195.0000000000	146.0000000000	6.0000000000	
199.0000000000	146.0000000000	6.0000000000	
199.0000000000	146.0000000000	8.0000000000	
195.0000000000	146.0000000000	8.0000000000	
#

195.0000000000	146.0000000000	6.0000000000	
197.0000000000	149.4640000000	6.0000000000	
197.0000000000	149.4640000000	8.0000000000	
195.0000000000	146.0000000000	8.0000000000	
#

195.0000000000	146.0000000000	6.0000000000	
193.0000000000	149.4640000000	6.0000000000	
193.0000000000	149.4640000000	8.0000000000	
195.0000000000	146.0000000000	8.0000000000	
#

195.0000000000	146.0000000000	6.0000000000	
191.0000000000	146.0000000000	6.0000000000	
191.0000000000	146.0000000000	8.0000000000	
195.0000000000	146.0000000000	8.0000000000	
#

195.0000000000	146.0000000000	6.0000000000	
193.0000000000	142.5360000000	6.0000000000	
193.0000000000	142.5360000000	8.0000000000	
195.0000000000	146.0000000000	8.0000000000	
#

195.0000000000	146.0000000000	6.0000000000	
197.0000000000	142.5360000000	6.0000000000	
197.0000000000	142.5360000000	8.0000000000	
195.0000000000	146.0000000000	8.0000000000	
#

195.0000000000	146.0000000000	6.0000000000	
199.0000000000	146.0000000000	6.0000000000	
199.0000000000	146.0000000000	8.0000000000	
195.0000000000	146.0000000000	8.0000000000	
#

