205.0000000000	150.0000000000	1.5000000000	
207.0000000000	150.0000000000	1.5000000000	
207.0000000000	150.0000000000	4.5000000000	
205.0000000000	150.0000000000	4.5000000000	
#

205.0000000000	150.0000000000	1.5000000000	
206.0000000000	153.4640000000	1.5000000000	
206.0000000000	153.4640000000	4.5000000000	
205.0000000000	150.0000000000	4.5000000000	
#

205.0000000000	150.0000000000	1.5000000000	
204.0000000000	153.4640000000	1.5000000000	
204.0000000000	153.4640000000	4.5000000000	
205.0000000000	150.0000000000	4.5000000000	
#

205.0000000000	150.0000000000	1.5000000000	
203.0000000000	150.0000000000	1.5000000000	
203.0000000000	150.0000000000	4.5000000000	
205.0000000000	150.0000000000	4.5000000000	
#

205.0000000000	150.0000000000	1.5000000000	
204.0000000000	146.5360000000	1.5000000000	
204.0000000000	146.5360000000	4.5000000000	
205.0000000000	150.0000000000	4.5000000000	
#

205.0000000000	150.0000000000	1.5000000000	
206.0000000000	146.5360000000	1.5000000000	
206.0000000000	146.5360000000	4.5000000000	
205.0000000000	150.0000000000	4.5000000000	
#

205.0000000000	150.0000000000	1.5000000000	
207.0000000000	150.0000000000	1.5000000000	
207.0000000000	150.0000000000	4.5000000000	
205.0000000000	150.0000000000	4.5000000000	
#

